question,answer_llm,answer_orig,document
"Can Kestra work with different AI providers like OpenAI, Gemini, or Anthropic without rewriting the flow?","Yes. Kestra’s AI plugin is provider-agnostic, so you can swap between OpenAI, Gemini, Anthropic, and other compatible providers without rewriting the flow. You only need to change the provider block.","No. Kestra is the orchestrator the course teaches in Module 3, but it is not a requirement beyond that module's homework.

For the **capstone project** you are not restricted in technology: you can use Airflow, Prefect, Dagster, or no orchestrator at all. A plain Python script that ingests and indexes your data is enough for full points on the ingestion-pipeline criterion (a Jupyter notebook with the same steps is worth 1 point instead of 2). See the [project guidelines](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for details.

The course uses Kestra in Module 3 because it is the vehicle for the AI techniques being taught — AI Copilot for generating flows, RAG for grounding responses, and AI agents that call tools. Other orchestrators cover the same scheduling/retry/monitoring ground, but they won't map onto those specific lessons, so it's worth running the Kestra flows at least once. If you already know Airflow (or another tool) and want to compare, give Kestra a try for the module and then use whatever fits your project best.

Kestra's AI plugins also work with any major provider (OpenAI, Gemini, Anthropic, and more), so you can swap providers in a flow without changing anything else — see the [supported providers list](https://kestra.io/plugins/plugin-ai/provider).",cce328db64
"Besides Gemini, which other AI providers can Kestra use, and does it work with local models too?","Kestra can use several providers besides Gemini: OpenAI, Anthropic, xAI/Grok, and any OpenAI-compatible provider.

Yes, it also works with local models, including models served through Ollama or LM Studio.","Kestra's AI plugin is provider-agnostic: it supports OpenAI, Gemini, Anthropic, xAI, Grok, and any OpenAI-compatible provider, including local models served through Ollama or LM Studio. You swap the provider block in a flow without changing anything else. See the [full list of supported providers](https://kestra.io/plugins/plugin-ai/provider).

The course uses Gemini because it has a generous free tier, but you are free to use any provider. The [awesome-llms list](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md) in the course repo tracks free and free-tier options; Groq is a popular choice because it is OpenAI-compatible and works with both the chat completions and responses APIs.

There are two ways to use AI in Kestra:

- The **AI plugin** (`io.kestra.plugin.ai`) is the generic one. It is the most flexible for switching providers, though new vendor-specific API features take a bit longer to land here.
- The **provider-specific plugins** (e.g. `plugin-gemini`, `plugin-openai`) expose features unique to that vendor, such as Gemini video generation, before they reach the generic AI plugin.

For OpenAI-compatible providers that don't have their own plugin (DeepSeek, Groq, xAI), point the OpenAI plugin at the provider's base URL instead of the default endpoint.",f442efe5b4
"Can I plug Groq, Ollama, or LM Studio into a Kestra flow without rewriting everything?","Yes. Kestra’s AI plugin is provider-agnostic, so you can plug in Groq, Ollama, or LM Studio by swapping the provider block in the flow without rewriting the rest of the workflow.

For OpenAI-compatible providers like Groq, you can point the OpenAI plugin to the provider’s base URL. For local models served through Ollama or LM Studio, Kestra also supports them as OpenAI-compatible providers.","Kestra's AI plugin is provider-agnostic: it supports OpenAI, Gemini, Anthropic, xAI, Grok, and any OpenAI-compatible provider, including local models served through Ollama or LM Studio. You swap the provider block in a flow without changing anything else. See the [full list of supported providers](https://kestra.io/plugins/plugin-ai/provider).

The course uses Gemini because it has a generous free tier, but you are free to use any provider. The [awesome-llms list](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md) in the course repo tracks free and free-tier options; Groq is a popular choice because it is OpenAI-compatible and works with both the chat completions and responses APIs.

There are two ways to use AI in Kestra:

- The **AI plugin** (`io.kestra.plugin.ai`) is the generic one. It is the most flexible for switching providers, though new vendor-specific API features take a bit longer to land here.
- The **provider-specific plugins** (e.g. `plugin-gemini`, `plugin-openai`) expose features unique to that vendor, such as Gemini video generation, before they reach the generic AI plugin.

For OpenAI-compatible providers that don't have their own plugin (DeepSeek, Groq, xAI), point the OpenAI plugin at the provider's base URL instead of the default endpoint.",f442efe5b4
"If a model is OpenAI-compatible, do I still need a special Kestra plugin for it?","No. If it’s OpenAI-compatible, you can use Kestra’s generic AI plugin or point the OpenAI plugin at that provider’s base URL. A special Kestra plugin is only needed for vendor-specific features.","Kestra's AI plugin is provider-agnostic: it supports OpenAI, Gemini, Anthropic, xAI, Grok, and any OpenAI-compatible provider, including local models served through Ollama or LM Studio. You swap the provider block in a flow without changing anything else. See the [full list of supported providers](https://kestra.io/plugins/plugin-ai/provider).

The course uses Gemini because it has a generous free tier, but you are free to use any provider. The [awesome-llms list](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md) in the course repo tracks free and free-tier options; Groq is a popular choice because it is OpenAI-compatible and works with both the chat completions and responses APIs.

There are two ways to use AI in Kestra:

- The **AI plugin** (`io.kestra.plugin.ai`) is the generic one. It is the most flexible for switching providers, though new vendor-specific API features take a bit longer to land here.
- The **provider-specific plugins** (e.g. `plugin-gemini`, `plugin-openai`) expose features unique to that vendor, such as Gemini video generation, before they reach the generic AI plugin.

For OpenAI-compatible providers that don't have their own plugin (DeepSeek, Groq, xAI), point the OpenAI plugin at the provider's base URL instead of the default endpoint.",f442efe5b4
What’s the difference between Kestra’s generic AI plugin and the vendor-specific ones like OpenAI or Gemini?,"Kestra’s **generic AI plugin** (`io.kestra.plugin.ai`) is the **provider-agnostic** option: it’s the most flexible for switching between providers, and it works with OpenAI, Gemini, Anthropic, xAI/Grok, and any OpenAI-compatible provider, including local models via Ollama or LM Studio.

The **vendor-specific plugins** like `plugin-gemini` or `plugin-openai` are used when you want **features unique to that vendor** sooner, such as Gemini video generation, before those features are added to the generic plugin.

So, in short:

- **Generic AI plugin**: best for flexibility and easy provider switching
- **Vendor-specific plugins**: best for vendor-specific features

","Kestra's AI plugin is provider-agnostic: it supports OpenAI, Gemini, Anthropic, xAI, Grok, and any OpenAI-compatible provider, including local models served through Ollama or LM Studio. You swap the provider block in a flow without changing anything else. See the [full list of supported providers](https://kestra.io/plugins/plugin-ai/provider).

The course uses Gemini because it has a generous free tier, but you are free to use any provider. The [awesome-llms list](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md) in the course repo tracks free and free-tier options; Groq is a popular choice because it is OpenAI-compatible and works with both the chat completions and responses APIs.

There are two ways to use AI in Kestra:

- The **AI plugin** (`io.kestra.plugin.ai`) is the generic one. It is the most flexible for switching providers, though new vendor-specific API features take a bit longer to land here.
- The **provider-specific plugins** (e.g. `plugin-gemini`, `plugin-openai`) expose features unique to that vendor, such as Gemini video generation, before they reach the generic AI plugin.

For OpenAI-compatible providers that don't have their own plugin (DeepSeek, Groq, xAI), point the OpenAI plugin at the provider's base URL instead of the default endpoint.",f442efe5b4
"How do I use something like DeepSeek, Groq, or xAI in Kestra if they don’t have their own plugin?","Use the **OpenAI-compatible** path in Kestra.

If DeepSeek, Groq, or xAI don’t have their own Kestra plugin, you can still use them by pointing the **OpenAI plugin** at the provider’s **base URL** instead of the default OpenAI endpoint. Then you just change:

- `base_url`
- API key
- model name

So the flow stays the same; you only swap the provider settings.

If you want, I can also show a small Kestra flow example for an OpenAI-compatible provider.","Kestra's AI plugin is provider-agnostic: it supports OpenAI, Gemini, Anthropic, xAI, Grok, and any OpenAI-compatible provider, including local models served through Ollama or LM Studio. You swap the provider block in a flow without changing anything else. See the [full list of supported providers](https://kestra.io/plugins/plugin-ai/provider).

The course uses Gemini because it has a generous free tier, but you are free to use any provider. The [awesome-llms list](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md) in the course repo tracks free and free-tier options; Groq is a popular choice because it is OpenAI-compatible and works with both the chat completions and responses APIs.

There are two ways to use AI in Kestra:

- The **AI plugin** (`io.kestra.plugin.ai`) is the generic one. It is the most flexible for switching providers, though new vendor-specific API features take a bit longer to land here.
- The **provider-specific plugins** (e.g. `plugin-gemini`, `plugin-openai`) expose features unique to that vendor, such as Gemini video generation, before they reach the generic AI plugin.

For OpenAI-compatible providers that don't have their own plugin (DeepSeek, Groq, xAI), point the OpenAI plugin at the provider's base URL instead of the default endpoint.",f442efe5b4
Is there a way to build Kestra flows without hand-writing YAML or any code at all?,"Yes. You can build Kestra flows without hand-writing YAML or code in three ways:

- **No-code form editor**: create a flow through a form-based UI instead of editing YAML.
- **AI Copilot**: describe what you want in natural language, and it generates the flow for you.
- **External agent skills** like **Claude Code, Codex, or Kestra CTL**: generate and push flows from your editor without using the Kestra UI.

So if you want, you can avoid writing YAML manually altogether.","Yes. You have three options that require no hand-written YAML or code:

- **The no-code form editor** builds a flow from a form instead of YAML. It is form-based (not drag-and-drop like n8n), so it suits people who don't want to edit YAML directly.
- **The AI Copilot** generates a flow from a natural-language description, and you can iterate with follow-up messages to add tasks or change the order. See the [AI Copilot lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/04-ai-copilot.md).
- **External agent skills** (Claude Code, Codex, Kestra CTL) let you generate flows and push them into Kestra from your editor without touching the Kestra UI.

Unlike Airflow, where business logic and orchestration logic are intertwined in Python, Kestra keeps the two separate: your Python script stays a plain script, and the workflow YAML just describes how and when to run it. This is closer to a cron job than to a traditional Airflow DAG.

For simple point-to-point automations (e.g. ""post a Slack message when a YouTube video goes live""), a tool like Zapier or n8n may be simpler and cheaper. Kestra's advantage is observability, retries, and handling more complex or technical workflows in one place.",bfe5502c30
How does Kestra let you create workflows if you don't want to edit YAML directly?,"Kestra gives you a **no-code form editor** that builds a flow from a form instead of editing YAML directly. It’s **form-based** rather than drag-and-drop.

It also has an **AI Copilot** that can generate a workflow from natural-language instructions.","Yes. You have three options that require no hand-written YAML or code:

- **The no-code form editor** builds a flow from a form instead of YAML. It is form-based (not drag-and-drop like n8n), so it suits people who don't want to edit YAML directly.
- **The AI Copilot** generates a flow from a natural-language description, and you can iterate with follow-up messages to add tasks or change the order. See the [AI Copilot lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/04-ai-copilot.md).
- **External agent skills** (Claude Code, Codex, Kestra CTL) let you generate flows and push them into Kestra from your editor without touching the Kestra UI.

Unlike Airflow, where business logic and orchestration logic are intertwined in Python, Kestra keeps the two separate: your Python script stays a plain script, and the workflow YAML just describes how and when to run it. This is closer to a cron job than to a traditional Airflow DAG.

For simple point-to-point automations (e.g. ""post a Slack message when a YouTube video goes live""), a tool like Zapier or n8n may be simpler and cheaper. Kestra's advantage is observability, retries, and handling more complex or technical workflows in one place.",bfe5502c30
Can I use an AI assistant to generate a Kestra flow from plain English and then keep refining it?,"Yes. You can use Kestra’s AI Copilot to generate a flow from a natural-language description, and then keep iterating with follow-up messages to add tasks or change the order.","Yes. You have three options that require no hand-written YAML or code:

- **The no-code form editor** builds a flow from a form instead of YAML. It is form-based (not drag-and-drop like n8n), so it suits people who don't want to edit YAML directly.
- **The AI Copilot** generates a flow from a natural-language description, and you can iterate with follow-up messages to add tasks or change the order. See the [AI Copilot lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/04-ai-copilot.md).
- **External agent skills** (Claude Code, Codex, Kestra CTL) let you generate flows and push them into Kestra from your editor without touching the Kestra UI.

Unlike Airflow, where business logic and orchestration logic are intertwined in Python, Kestra keeps the two separate: your Python script stays a plain script, and the workflow YAML just describes how and when to run it. This is closer to a cron job than to a traditional Airflow DAG.

For simple point-to-point automations (e.g. ""post a Slack message when a YouTube video goes live""), a tool like Zapier or n8n may be simpler and cheaper. Kestra's advantage is observability, retries, and handling more complex or technical workflows in one place.",bfe5502c30
What are the no-code or low-code options for making Kestra workflows from an editor or UI?,"The no-code / low-code options for making Kestra workflows from an editor or UI are:

- **No-code form editor**: build a flow from a form instead of writing YAML.
- **AI Copilot**: describe the flow in natural language and iterate with follow-up messages.
- **External agent skills**: tools like **Claude Code, Codex, and Kestra CTL** can generate flows and push them into Kestra from your editor without using the Kestra UI.

If you want, I can also explain which of these is best for beginners.","Yes. You have three options that require no hand-written YAML or code:

- **The no-code form editor** builds a flow from a form instead of YAML. It is form-based (not drag-and-drop like n8n), so it suits people who don't want to edit YAML directly.
- **The AI Copilot** generates a flow from a natural-language description, and you can iterate with follow-up messages to add tasks or change the order. See the [AI Copilot lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/04-ai-copilot.md).
- **External agent skills** (Claude Code, Codex, Kestra CTL) let you generate flows and push them into Kestra from your editor without touching the Kestra UI.

Unlike Airflow, where business logic and orchestration logic are intertwined in Python, Kestra keeps the two separate: your Python script stays a plain script, and the workflow YAML just describes how and when to run it. This is closer to a cron job than to a traditional Airflow DAG.

For simple point-to-point automations (e.g. ""post a Slack message when a YouTube video goes live""), a tool like Zapier or n8n may be simpler and cheaper. Kestra's advantage is observability, retries, and handling more complex or technical workflows in one place.",bfe5502c30
"If I just need a simple automation, would something like Zapier or n8n be easier than using Kestra?","For a simple point-to-point automation, yes — **Zapier or n8n would likely be easier and cheaper than Kestra**.

Kestra is more useful when you need:
- better **observability**
- **retries**
- **monitoring**
- more complex or technical workflows
- keeping orchestration separate from your actual code

Also, Kestra’s no-code form editor is **form-based**, not drag-and-drop like n8n.

So the short answer is: **if it’s just a simple automation, Zapier/n8n is probably the simpler choice; Kestra shines more for production-style workflows.**","Yes. You have three options that require no hand-written YAML or code:

- **The no-code form editor** builds a flow from a form instead of YAML. It is form-based (not drag-and-drop like n8n), so it suits people who don't want to edit YAML directly.
- **The AI Copilot** generates a flow from a natural-language description, and you can iterate with follow-up messages to add tasks or change the order. See the [AI Copilot lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/04-ai-copilot.md).
- **External agent skills** (Claude Code, Codex, Kestra CTL) let you generate flows and push them into Kestra from your editor without touching the Kestra UI.

Unlike Airflow, where business logic and orchestration logic are intertwined in Python, Kestra keeps the two separate: your Python script stays a plain script, and the workflow YAML just describes how and when to run it. This is closer to a cron job than to a traditional Airflow DAG.

For simple point-to-point automations (e.g. ""post a Slack message when a YouTube video goes live""), a tool like Zapier or n8n may be simpler and cheaper. Kestra's advantage is observability, retries, and handling more complex or technical workflows in one place.",bfe5502c30
"Why does ChatGPT make up Kestra YAML fields like bucket or name instead of the real ones, and how can I stop that?","ChatGPT may invent Kestra fields because it’s generating plausible YAML from general language patterns, not from the actual plugin schema for your Kestra version. So it can produce names like `bucket` or `name` even when the real field is something else.

To stop that:

- Cross-check the YAML against the official Kestra plugin docs
- Use Kestra’s built-in AI Copilot, which is grounded in the current schema
- Validate/test the YAML in your Kestra environment
- Remember that plugin properties can differ by version

If you want, I can also help verify a specific Kestra YAML snippet.","A general AI (e.g., ChatGPT) isn't grounded in Kestra's plugin schemas for your running version, so it can surface plausible but invalid property names (such as `bucket`/`name`) instead of the real, version-specific property. For example:

**GCS Upload** — invented `bucket`/`name` props vs. the real `to` property:

```yaml
# Incorrect (invented props)
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  bucket: ""my-bucket""
  name: ""path/to/file""

# Correct
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  to: ""gs://my-bucket/path/to/file""
```

**BigQuery LoadFromGcs** — split `projectId`/`dataset`/`table` vs. the real `destinationTable`:

```yaml
# Incorrect (pseudo-split properties)
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  projectId: ""my-project""
  dataset: ""my_dataset""
  table: ""my_table""

# Correct
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  destinationTable: ""my-project.my_dataset.my_table""
```

To avoid this:

- Cross-check generated YAML against the official plugin docs: https://kestra.io/plugins/plugin-gcp
- Use Kestra's built-in AI Copilot, which is grounded in the current plugin schema for your running version.
- Validate and test your YAML in your Kestra environment to ensure it parses and runs as expected.

Note that plugin properties can vary by plugin version; what's correct in one release may be invalid in another. If you share a snippet, we can help verify it against the docs.",93a3e8b98c
"When I ask an AI to generate a Kestra flow, why does it sometimes use wrong plugin properties for GCS upload or BigQuery load?","Because generic AI assistants are not grounded in the **exact Kestra plugin schema for your version**, they sometimes “guess” plausible property names that look right but don’t actually exist.

Examples from the course:

- **GCS Upload**
  - AI may invent `bucket` and `name`
  - The real property is often `to`

- **BigQuery LoadFromGcs**
  - AI may split the destination into `projectId` / `dataset` / `table`
  - The real property is `destinationTable`

This happens because plugin properties can vary by **Kestra plugin version**, so an answer that was valid somewhere else may be invalid in your environment.

How to avoid it:

- Check the official Kestra plugin docs: https://kestra.io/plugins/plugin-gcp
- Use Kestra’s built-in **AI Copilot**, which is grounded in the current schema
- Validate/test the generated YAML in your Kestra instance

If you want, I can also help verify a specific flow snippet against the expected Kestra properties.","A general AI (e.g., ChatGPT) isn't grounded in Kestra's plugin schemas for your running version, so it can surface plausible but invalid property names (such as `bucket`/`name`) instead of the real, version-specific property. For example:

**GCS Upload** — invented `bucket`/`name` props vs. the real `to` property:

```yaml
# Incorrect (invented props)
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  bucket: ""my-bucket""
  name: ""path/to/file""

# Correct
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  to: ""gs://my-bucket/path/to/file""
```

**BigQuery LoadFromGcs** — split `projectId`/`dataset`/`table` vs. the real `destinationTable`:

```yaml
# Incorrect (pseudo-split properties)
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  projectId: ""my-project""
  dataset: ""my_dataset""
  table: ""my_table""

# Correct
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  destinationTable: ""my-project.my_dataset.my_table""
```

To avoid this:

- Cross-check generated YAML against the official plugin docs: https://kestra.io/plugins/plugin-gcp
- Use Kestra's built-in AI Copilot, which is grounded in the current plugin schema for your running version.
- Validate and test your YAML in your Kestra environment to ensure it parses and runs as expected.

Note that plugin properties can vary by plugin version; what's correct in one release may be invalid in another. If you share a snippet, we can help verify it against the docs.",93a3e8b98c
How do I check whether the Kestra YAML an AI gave me matches the actual plugin schema for my version?,"Check it against the **official plugin docs for your Kestra version** and **validate it in your Kestra environment**.

For this course context, the recommended ways are:

- Cross-check the YAML against the official plugin documentation: https://kestra.io/plugins/plugin-gcp
- Use Kestra’s built-in **AI Copilot**, which is grounded in the current plugin schema for your running version
- Try parsing/running the flow in your Kestra instance to confirm the properties are valid

This matters because AI can invent plausible but invalid properties, and plugin fields can differ between versions. If you share the YAML snippet, I can help verify it against the docs.

","A general AI (e.g., ChatGPT) isn't grounded in Kestra's plugin schemas for your running version, so it can surface plausible but invalid property names (such as `bucket`/`name`) instead of the real, version-specific property. For example:

**GCS Upload** — invented `bucket`/`name` props vs. the real `to` property:

```yaml
# Incorrect (invented props)
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  bucket: ""my-bucket""
  name: ""path/to/file""

# Correct
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  to: ""gs://my-bucket/path/to/file""
```

**BigQuery LoadFromGcs** — split `projectId`/`dataset`/`table` vs. the real `destinationTable`:

```yaml
# Incorrect (pseudo-split properties)
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  projectId: ""my-project""
  dataset: ""my_dataset""
  table: ""my_table""

# Correct
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  destinationTable: ""my-project.my_dataset.my_table""
```

To avoid this:

- Cross-check generated YAML against the official plugin docs: https://kestra.io/plugins/plugin-gcp
- Use Kestra's built-in AI Copilot, which is grounded in the current plugin schema for your running version.
- Validate and test your YAML in your Kestra environment to ensure it parses and runs as expected.

Note that plugin properties can vary by plugin version; what's correct in one release may be invalid in another. If you share a snippet, we can help verify it against the docs.",93a3e8b98c
Is there a safe way to have AI help me write Kestra flows without getting invalid fields that won’t run?,"Yes. The safe options from the course context are:

- **Use the no-code form editor** instead of YAML.
- **Use the AI Copilot and then validate/iterate** on the flow.
- **Use external agent skills** like Claude Code, Codex, or Kestra CTL from your editor.

Also, if the Copilot is giving invalid or unusable output, the context says it may be because it didn’t get a valid Gemini API key. In that case, make sure you set the plain `GEMINI_API_KEY` and restart Kestra.

I don’t know of a specific “validation mode” mentioned in the context that guarantees no invalid fields, beyond using the form editor or iterating carefully with the Copilot.","A general AI (e.g., ChatGPT) isn't grounded in Kestra's plugin schemas for your running version, so it can surface plausible but invalid property names (such as `bucket`/`name`) instead of the real, version-specific property. For example:

**GCS Upload** — invented `bucket`/`name` props vs. the real `to` property:

```yaml
# Incorrect (invented props)
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  bucket: ""my-bucket""
  name: ""path/to/file""

# Correct
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  to: ""gs://my-bucket/path/to/file""
```

**BigQuery LoadFromGcs** — split `projectId`/`dataset`/`table` vs. the real `destinationTable`:

```yaml
# Incorrect (pseudo-split properties)
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  projectId: ""my-project""
  dataset: ""my_dataset""
  table: ""my_table""

# Correct
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  destinationTable: ""my-project.my_dataset.my_table""
```

To avoid this:

- Cross-check generated YAML against the official plugin docs: https://kestra.io/plugins/plugin-gcp
- Use Kestra's built-in AI Copilot, which is grounded in the current plugin schema for your running version.
- Validate and test your YAML in your Kestra environment to ensure it parses and runs as expected.

Note that plugin properties can vary by plugin version; what's correct in one release may be invalid in another. If you share a snippet, we can help verify it against the docs.",93a3e8b98c
"Why would the same Kestra plugin property be valid in one release but invalid in another, and where should I verify it?","Because Kestra plugin properties can change between releases: a property may exist in one version and be renamed, removed, or replaced in another.

You should verify it in the official plugin documentation for the version you’re running, and test it in your Kestra environment. For GCP plugins, start here:

https://kestra.io/plugins/plugin-gcp

If you share the plugin snippet, I can help check whether it matches the docs.","A general AI (e.g., ChatGPT) isn't grounded in Kestra's plugin schemas for your running version, so it can surface plausible but invalid property names (such as `bucket`/`name`) instead of the real, version-specific property. For example:

**GCS Upload** — invented `bucket`/`name` props vs. the real `to` property:

```yaml
# Incorrect (invented props)
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  bucket: ""my-bucket""
  name: ""path/to/file""

# Correct
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  to: ""gs://my-bucket/path/to/file""
```

**BigQuery LoadFromGcs** — split `projectId`/`dataset`/`table` vs. the real `destinationTable`:

```yaml
# Incorrect (pseudo-split properties)
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  projectId: ""my-project""
  dataset: ""my_dataset""
  table: ""my_table""

# Correct
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  destinationTable: ""my-project.my_dataset.my_table""
```

To avoid this:

- Cross-check generated YAML against the official plugin docs: https://kestra.io/plugins/plugin-gcp
- Use Kestra's built-in AI Copilot, which is grounded in the current plugin schema for your running version.
- Validate and test your YAML in your Kestra environment to ensure it parses and runs as expected.

Note that plugin properties can vary by plugin version; what's correct in one release may be invalid in another. If you share a snippet, we can help verify it against the docs.",93a3e8b98c
Why do we keep an eye on token usage in a Kestra flow if it’s just running LLM calls?,"Because token usage maps directly to what LLM providers charge for.

In Kestra flows, LLM calls can run on schedules or inside loops, so costs can add up quickly. Monitoring tokens helps you:

- control and forecast cost,
- optimize prompts and outputs,
- set guardrails so a runaway flow doesn’t create a big bill.

In practice, you can read token usage from the provider response, like `usage.total_tokens`, and track it in logs or metrics.","Token usage is tracked because it maps directly to what LLM providers charge you for, and Kestra workflows run LLM calls on a schedule or in loops where costs add up fast. The main reasons:

- **Cost control**: tokens are the unit providers bill by, so tracking usage lets you budget, forecast, and spot cost spikes before they get expensive.
- **Prompt optimization**: seeing how many tokens each prompt and response consumes helps you tighten prompts and trim output without losing quality.
- **Guardrails**: in long-running or looping flows, usage monitoring lets you set thresholds and alerts so a runaway task doesn't quietly rack up a large bill.

In practice, each AI task in a Kestra flow can capture usage from the provider's response (for example `usage.total_tokens`), and you can surface those numbers in logs, metrics, or dashboards to keep an eye on spend per run.",a4adc70f41
How does checking tokens help with cost control when a workflow has scheduled or looping AI tasks?,"Checking tokens helps with cost control because LLM providers bill by token, and scheduled or looping AI tasks can accumulate usage quickly. By monitoring token counts, you can:

- budget and forecast spend,
- spot unexpected cost spikes early,
- set thresholds or alerts so a loop doesn’t run away and create a large bill.

","Token usage is tracked because it maps directly to what LLM providers charge you for, and Kestra workflows run LLM calls on a schedule or in loops where costs add up fast. The main reasons:

- **Cost control**: tokens are the unit providers bill by, so tracking usage lets you budget, forecast, and spot cost spikes before they get expensive.
- **Prompt optimization**: seeing how many tokens each prompt and response consumes helps you tighten prompts and trim output without losing quality.
- **Guardrails**: in long-running or looping flows, usage monitoring lets you set thresholds and alerts so a runaway task doesn't quietly rack up a large bill.

In practice, each AI task in a Kestra flow can capture usage from the provider's response (for example `usage.total_tokens`), and you can surface those numbers in logs, metrics, or dashboards to keep an eye on spend per run.",a4adc70f41
What’s the point of looking at token counts for each prompt and response in Kestra?,"The point is to **track cost and control prompt size**.

Looking at token counts for each prompt and response in Kestra helps you:
- see how much you’re being billed for,
- spot expensive prompts or outputs,
- optimize prompts to use fewer tokens,
- and set guardrails so a looping or scheduled workflow doesn’t run up a big bill.

In short: **tokens = cost**, so tracking them gives you visibility into spend and efficiency.","Token usage is tracked because it maps directly to what LLM providers charge you for, and Kestra workflows run LLM calls on a schedule or in loops where costs add up fast. The main reasons:

- **Cost control**: tokens are the unit providers bill by, so tracking usage lets you budget, forecast, and spot cost spikes before they get expensive.
- **Prompt optimization**: seeing how many tokens each prompt and response consumes helps you tighten prompts and trim output without losing quality.
- **Guardrails**: in long-running or looping flows, usage monitoring lets you set thresholds and alerts so a runaway task doesn't quietly rack up a large bill.

In practice, each AI task in a Kestra flow can capture usage from the provider's response (for example `usage.total_tokens`), and you can surface those numbers in logs, metrics, or dashboards to keep an eye on spend per run.",a4adc70f41
Can token tracking in a long-running LLM workflow help prevent surprise bills?,"Yes. Token tracking in a long-running LLM workflow can help prevent surprise bills because tokens are what LLM providers charge for. By monitoring usage, you can:

- spot cost spikes early,
- set thresholds or alerts for runaway loops,
- budget and forecast spend more accurately,
- and optimize prompts to reduce unnecessary token use.

","Token usage is tracked because it maps directly to what LLM providers charge you for, and Kestra workflows run LLM calls on a schedule or in loops where costs add up fast. The main reasons:

- **Cost control**: tokens are the unit providers bill by, so tracking usage lets you budget, forecast, and spot cost spikes before they get expensive.
- **Prompt optimization**: seeing how many tokens each prompt and response consumes helps you tighten prompts and trim output without losing quality.
- **Guardrails**: in long-running or looping flows, usage monitoring lets you set thresholds and alerts so a runaway task doesn't quietly rack up a large bill.

In practice, each AI task in a Kestra flow can capture usage from the provider's response (for example `usage.total_tokens`), and you can surface those numbers in logs, metrics, or dashboards to keep an eye on spend per run.",a4adc70f41
"Where do token numbers usually come from in a Kestra AI task, and what do people do with them afterward?","Token numbers usually come from the AI provider’s response in the task, for example `usage.total_tokens`.

Afterward, people use them to monitor cost and usage — surfacing them in logs, metrics, or dashboards, and sometimes setting thresholds or alerts to catch runaway tasks.","Token usage is tracked because it maps directly to what LLM providers charge you for, and Kestra workflows run LLM calls on a schedule or in loops where costs add up fast. The main reasons:

- **Cost control**: tokens are the unit providers bill by, so tracking usage lets you budget, forecast, and spot cost spikes before they get expensive.
- **Prompt optimization**: seeing how many tokens each prompt and response consumes helps you tighten prompts and trim output without losing quality.
- **Guardrails**: in long-running or looping flows, usage monitoring lets you set thresholds and alerts so a runaway task doesn't quietly rack up a large bill.

In practice, each AI task in a Kestra flow can capture usage from the provider's response (for example `usage.total_tokens`), and you can surface those numbers in logs, metrics, or dashboards to keep an eye on spend per run.",a4adc70f41
